           Day,    Flow (cfs),Direct Runoff (cfs),Base Flow (cfs),,,Base Flow Index (BFI): 0.241
23,7184,7068.85,115.15,,,
24,1644,1517.83,126.17,,,
25,639,510.87,128.13,,,
26,595.5,465.85,129.65,,,
27,363,233.89,129.11,,,
28,265.5,137.76,127.74,,,
29,639,509.34,129.66,,,
30,1176,1039.81,136.19,,,
31,438,301.88,136.12,,,
1,279,144.34,134.66,,,
2,282,148.73,133.27,,,
3,231,99.52,131.48,,,
4,192.5,63.09,129.41,,,
5,158,30.91,127.09,,,
6,163,38.12,124.88,,,
7,126,3.59,122.41,,,
8,116,0,116,,,
9,97,0,97,,,
10,87,0,87,,,
11,75,0,75,,,
12,65.9,0,65.9,,,
13,54,0,54,,,
14,47,0,47,,,
15,43,0,43,,,
16,38.8,0,38.8,,,
17,38,0,38,,,
18,34,0,34,,,
19,31.2,0,31.2,,,
20,31.9,1.31,30.59,,,
21,28.4,0,28.4,,,
22,25.8,0,25.8,,,
23,22.8,0,22.8,,,
24,21,0,21,,,
25,22.8,2.2,20.6,,,
26,22.8,2.59,20.21,,,
27,20.5,0.69,19.81,,,
28,18.5,0,18.5,,,
29,16.5,0,16.5,,,
30,20.1,3.9,16.2,,,
1,15.5,0,15.5,,,
2,15,0,15,,,
3,14.5,0,14.5,,,
4,13.5,0,13.5,,,
5,13,0,13,,,
6,13.5,0.75,12.75,,,
7,24,11.41,12.59,,,
8,47,34.36,12.64,,,
9,37,24.4,12.6,,,
10,31.9,19.38,12.52,,,
11,25.2,12.82,12.38,,,
12,18,5.81,12.19,,,
13,14.5,2.54,11.96,,,
14,13.5,1.76,11.74,,,
15,13,1.48,11.52,,,
16,12,0.71,11.29,,,
17,11.5,0.43,11.07,,,
18,11,0.15,10.85,,,
19,10.48,0,10.48,,,
20,9.96,0,9.96,,,
21,8.92,0,8.92,,,
22,8.4,0,8.4,,,
23,7.88,0,7.88,,,
24,7.36,0,7.36,,,
25,6.32,0,6.32,,,
26,5.8,0,5.8,,,
27,5.8,0.11,5.69,,,
28,5.53,0,5.53,,,
29,7.88,2.44,5.44,,,
30,11,5.62,5.38,,,
31,11,5.68,5.32,,,
1,11,5.73,5.27,,,
2,9.96,4.76,5.2,,,
3,9.44,4.3,5.14,,,
4,9.44,4.37,5.07,,,
5,8.92,3.91,5.01,,,
6,8.92,3.98,4.94,,,
7,8.4,3.53,4.87,,,
8,7.88,3.08,4.8,,,
9,7.36,2.63,4.73,,,
10,7.88,3.22,4.66,,,
11,7.88,3.28,4.6,,,
12,7.88,3.34,4.54,,,
13,7.36,2.89,4.47,,,
14,7.88,3.47,4.41,,,
15,7.36,3.01,4.35,,,
16,7.36,3.07,4.29,,,
17,6.94,2.71,4.23,,,
18,7.88,3.7,4.18,,,
19,8.4,4.27,4.13,,,
20,8.4,4.31,4.09,,,
21,9.96,5.9,4.06,,,
22,10.2,6.17,4.03,,,
23,8.4,4.41,3.99,,,
24,7.88,3.94,3.94,,,
25,6.84,2.95,3.89,,,
26,6.32,2.49,3.83,,,
27,5.8,2.03,3.77,,,
28,5.53,1.82,3.71,,,
29,5.53,1.87,3.66,,,
30,5.53,1.93,3.6,,,
1,5.26,1.72,3.54,,,
2,4.99,1.5,3.49,,,
3,4.72,1.29,3.43,,,
4,4.99,1.62,3.37,,,
5,4.72,1.4,3.32,,,
6,4.72,1.46,3.26,,,
7,4.45,1.24,3.21,,,
8,4.45,1.29,3.16,,,
9,4.45,1.34,3.11,,,
10,4.72,1.66,3.06,,,
11,4.45,1.44,3.01,,,
12,4.18,1.22,2.96,,,
13,4.18,1.27,2.91,,,
14,4.18,1.31,2.87,,,
15,4.18,1.36,2.82,,,
16,4.18,1.4,2.78,,,
17,4.18,1.45,2.73,,,
18,4.18,1.49,2.69,,,
19,4.18,1.53,2.65,,,
20,4.18,1.57,2.61,,,
21,4.18,1.61,2.57,,,
22,4.18,1.64,2.54,,,
23,4.18,1.68,2.5,,,
24,3.91,1.45,2.46,,,
25,3.91,1.48,2.43,,,
26,4.72,2.32,2.4,,,
27,4.72,2.35,2.37,,,
28,4.45,2.11,2.34,,,
29,4.18,1.87,2.31,,,
30,3.64,1.36,2.28,,,
31,3.64,1.4,2.24,,,
1,3.37,1.16,2.21,,,
2,3.37,1.19,2.18,,,
3,3.1,0.96,2.14,,,
4,2.95,0.84,2.11,,,
5,2.95,0.88,2.07,,,
6,2.95,0.91,2.04,,,
7,3.1,1.09,2.01,,,
8,2.95,0.98,1.97,,,
9,2.8,0.86,1.94,,,
10,2.8,0.89,1.91,,,
11,2.8,0.92,1.88,,,
12,2.65,0.8,1.85,,,
13,2.95,1.13,1.82,,,
14,2.8,1,1.8,,,
15,2.8,1.03,1.77,,,
16,2.65,0.91,1.74,,,
17,2.5,0.79,1.71,,,
18,2.5,0.81,1.69,,,
19,2.36,0.7,1.66,,,
20,2.35,0.72,1.63,,,
21,2.2,0.59,1.61,,,
22,2.5,0.92,1.58,,,
23,2.35,0.79,1.56,,,
24,2.2,0.67,1.53,,,
25,2.35,0.84,1.51,,,
26,2.2,0.72,1.48,,,
27,1.75,0.29,1.46,,,
28,2.05,0.62,1.43,,,
29,1.75,0.34,1.41,,,
30,1.6,0.22,1.38,,,
31,1.6,0.24,1.36,,,
1,1.6,0.27,1.33,,,
2,1.52,0.22,1.31,,,
3,1.52,0.24,1.28,,,
4,1.52,0.27,1.26,,,
5,1.43,0.2,1.24,,,
6,1.43,0.22,1.21,,,
7,1.43,0.24,1.19,,,
8,1.35,0.18,1.17,,,
9,1.26,0.12,1.15,,,
10,1.01,0,1.01,,,
11,1.35,0.35,0.99,,,
12,1.35,0.37,0.98,,,
13,1.35,0.39,0.96,,,
14,1.26,0.32,0.95,,,
15,1.26,0.33,0.93,,,
16,1.18,0.27,0.91,,,
17,1.18,0.28,0.9,,,
18,1.1,0.21,0.88,,,
19,0.76,0,0.76,,,
20,1.01,0.26,0.75,,,
21,0.76,0.03,0.73,,,
22,0.65,0,0.65,,,
23,0.65,0.01,0.64,,,
24,0.65,0.03,0.63,,,
25,0.65,0.04,0.61,,,
26,0.65,0.05,0.6,,,
27,0.6,0.01,0.59,,,
28,0.54,0,0.54,,,
29,0.54,0.01,0.53,,,
1,0.54,0.02,0.52,,,
2,0.54,0.03,0.51,,,
3,0.49,0,0.49,,,
4,0.49,0.01,0.48,,,
5,0.54,0.07,0.47,,,
6,0.49,0.03,0.46,,,
7,0.49,0.04,0.45,,,
8,0.44,0,0.44,,,
9,0.38,0,0.38,,,
10,0.49,0.11,0.38,,,
11,0.43,0.07,0.37,,,
12,0.49,0.13,0.36,,,
13,0.71,0.35,0.36,,,
14,0.71,0.35,0.35,,,
15,0.71,0.36,0.35,,,
16,0.65,0.31,0.35,,,
17,0.71,0.36,0.34,,,
18,0.65,0.31,0.34,,,
19,0.65,0.32,0.33,,,
20,0.44,0.11,0.33,,,
21,0.44,0.11,0.32,,,
22,0.44,0.12,0.32,,,
23,0.49,0.18,0.31,,,
24,0.44,0.13,0.31,,,
25,0.36,0.06,0.3,,,
26,0.33,0.03,0.3,,,
27,0.43,0.14,0.29,,,
28,0.44,0.15,0.29,,,
29,0.38,0.1,0.28,,,
30,0.38,0.1,0.28,,,
31,0.44,0.16,0.27,,,
1,0.44,0.17,0.27,,,
2,0.49,0.22,0.27,,,
3,0.6,0.33,0.26,,,
4,0.6,0.34,0.26,,,
5,0.54,0.29,0.26,,,
6,0.36,0.11,0.25,,,
7,0.38,0.13,0.25,,,
8,0.6,0.35,0.25,,,
9,0.54,0.3,0.25,,,
10,0.44,0.19,0.24,,,
11,0.49,0.25,0.24,,,
12,0.49,0.25,0.24,,,
13,0.49,0.26,0.23,,,
14,0.49,0.26,0.23,,,
15,0.44,0.21,0.23,,,
16,0.38,0.16,0.23,,,
17,0.44,0.21,0.22,,,
18,0.38,0.16,0.22,,,
19,0.38,0.16,0.22,,,
20,0.38,0.17,0.21,,,
21,0.33,0.12,0.21,,,
22,0.33,0.12,0.21,,,
23,0.33,0.12,0.21,,,
24,0.27,0.07,0.2,,,
25,0.27,0.08,0.2,,,
26,0.33,0.13,0.2,,,
27,0.49,0.3,0.19,,,
28,0.33,0.14,0.19,,,
29,0.38,0.19,0.19,,,
30,0.38,0.19,0.19,,,
1,0.33,0.14,0.18,,,
2,0.33,0.15,0.18,,,
3,0.33,0.15,0.18,,,
4,0.33,0.15,0.18,,,
5,0.33,0.15,0.18,,,
6,0.33,0.15,0.17,,,
7,0.33,0.16,0.17,,,
8,0.33,0.16,0.17,,,
9,0.33,0.16,0.17,,,
10,0.33,0.16,0.17,,,
11,0.33,0.16,0.16,,,
12,0.33,0.17,0.16,,,
13,0.12,0,0.12,,,
14,0.12,0,0.12,,,
15,0.08,0,0.08,,,
16,0.08,0,0.08,,,
17,0.08,0,0.08,,,
18,0.08,0,0.08,,,
19,0.12,0.05,0.07,,,
20,0.12,0.05,0.07,,,
21,0.08,0.01,0.07,,,
22,0.08,0.01,0.07,,,
23,0.08,0.01,0.07,,,
24,0.08,0.01,0.07,,,
25,0.08,0.01,0.07,,,
26,0.08,0.01,0.07,,,
27,0.08,0.02,0.06,,,
28,0.08,0.02,0.06,,,
29,0.08,0.02,0.06,,,
30,0.08,0.02,0.06,,,
31,0.08,0.02,0.06,,,
1,0.9,0.83,0.07,,,
2,0.9,0.83,0.07,,,
3,0.8,0.72,0.08,,,
4,0.75,0.67,0.08,,,
5,0.72,0.64,0.09,,,
6,0.68,0.59,0.09,,,
7,0.68,0.58,0.09,,,
8,0.68,0.58,0.1,,,
9,0.6,0.5,0.1,,,
10,0.6,0.5,0.1,,,
11,0.9,0.79,0.11,,,
12,0.82,0.72,0.11,,,
13,0.75,0.64,0.11,,,
14,0.75,0.63,0.12,,,
15,0.75,0.63,0.12,,,
16,0.69,0.57,0.12,,,
17,0.75,0.63,0.12,,,
18,0.7,0.58,0.13,,,
19,0.64,0.51,0.13,,,
20,0.75,0.62,0.13,,,
21,0.75,0.62,0.13,,,
22,0.76,0.63,0.14,,,
23,1.36,1.21,0.15,,,
24,4.32,4.14,0.18,,,
25,4.25,4.04,0.21,,,
26,16.44,16.09,0.35,,,
27,11.82,11.38,0.44,,,
28,8.56,8.06,0.5,,,
29,7.04,6.49,0.55,,,
30,6.91,6.32,0.59,,,
1,6.47,5.84,0.63,,,
2,6.58,5.91,0.67,,,
3,5.25,4.55,0.7,,,
4,9.7,8.93,0.76,,,
5,11.6,10.76,0.84,,,
6,9.15,8.25,0.9,,,
7,6.84,5.91,0.93,,,
8,7.34,6.37,0.97,,,
9,6.29,5.29,1,,,
10,5.67,4.66,1.02,,,
11,4.86,3.83,1.03,,,
12,18.39,17.23,1.16,,,
13,10.48,9.26,1.22,,,
14,26.56,25.14,1.42,,,
15,34.25,32.58,1.67,,,
16,20.55,18.75,1.8,,,
17,14.25,12.37,1.88,,,
18,34.73,32.6,2.13,,,
19,139,135.73,3.27,,,
20,96.83,92.81,4.02,,,
21,335,328.18,6.82,,,
22,248.8,240.01,8.79,,,
23,161,151.06,9.94,,,
24,81.46,71.09,10.37,,,
25,45.79,35.32,10.47,,,
26,133.4,122.07,11.33,,,
27,95.46,83.62,11.84,,,
28,468.7,453.12,15.58,,,
29,474.7,455.43,19.27,,,
30,171.9,151.69,20.21,,,
31,75.65,55.36,20.29,,,
1,53.13,32.95,20.18,,,
2,47.52,27.5,20.02,,,
3,38.15,18.37,19.78,,,
4,36.04,16.51,19.53,,,
5,56.44,36.98,19.46,,,
6,79.04,59.45,19.59,,,
7,92.72,72.88,19.84,,,
8,310.4,288.43,21.97,,,
9,292.9,269,23.9,,,
10,254.6,229.17,25.43,,,
11,155.3,129.24,26.06,,,
12,94.92,68.78,26.14,,,
13,291,263.08,27.92,,,
14,184.5,155.77,28.73,,,
15,306.8,276.22,30.58,,,
16,165.8,134.65,31.15,,,
17,303.7,270.79,32.91,,,
18,849,809.65,39.35,,,
19,1282,1232.61,49.39,,,
20,1076,1018.66,57.34,,,
21,1730,1659.24,70.76,,,
22,677.5,602.87,74.63,,,
23,850.2,770.3,79.9,,,
24,752.3,668.13,84.17,,,
25,726.5,638.41,88.09,,,
26,439.2,349.81,89.39,,,
27,213.6,124.9,88.7,,,
28,204.1,116.15,87.95,,,
29,262.9,175.17,87.73,,,
30,139.4,52.96,86.44,,,
31,116.9,31.91,84.99,,,
1,109.3,25.78,83.52,,,
2,86.13,4.25,81.88,,,
3,80.08,0,80.08,,,
4,179.8,100.44,79.36,,,
5,212.6,133.65,78.95,,,
6,200.1,121.67,78.43,,,
7,325.4,246.37,79.03,,,
8,200.4,121.88,78.52,,,
9,217.4,139.23,78.17,,,
10,445.7,365.88,79.82,,,
11,3688,3578.37,109.63,,,
12,1079,963.11,115.89,,,
13,450.9,334.39,116.51,,,
14,299.8,184.01,115.79,,,
15,223.9,109.46,114.44,,,
16,196.4,83.52,112.88,,,
17,167.9,56.78,111.12,,,
18,145,35.79,109.21,,,
19,129.4,22.18,107.22,,,
20,121.4,16.18,105.22,,,
21,96.96,0,96.96,,,
22,91.46,0,91.46,,,
23,85.19,0,85.19,,,
24,78.08,0,78.08,,,
25,67.38,0,67.38,,,
26,62.29,0,62.29,,,
27,58.67,0,58.67,,,
28,55.69,0,55.69,,,
29,52.75,0,52.75,,,
30,50.73,0,50.73,,,
1,47.88,0,47.88,,,
2,44.63,0,44.63,,,
3,42.81,0,42.81,,,
4,41.15,0,41.15,,,
5,39.89,0,39.89,,,
6,38.84,0,38.84,,,
7,37.81,0,37.81,,,
8,37.24,0.18,37.06,,,
9,37.66,1.33,36.33,,,
10,38.35,2.73,35.62,,,
11,38.48,3.54,34.94,,,
12,89.79,55.06,34.73,,,
13,49.79,15.62,34.17,,,
14,43.67,10.1,33.57,,,
15,38.88,5.93,32.95,,,
16,36.24,3.91,32.33,,,
17,34.07,2.37,31.7,,,
18,32.74,1.66,31.08,,,
19,31.99,1.51,30.48,,,
20,31.34,1.46,29.88,,,
21,30.39,1.1,29.29,,,
22,30.36,1.64,28.72,,,
23,30.01,1.85,28.16,,,
24,28.69,1.08,27.61,,,
25,27.71,0.65,27.06,,,
26,26.75,0.23,26.52,,,
27,26.06,0.07,25.99,,,
28,25.17,0,25.17,,,
29,24.15,0,24.15,,,
30,23.58,0,23.58,,,
31,22.88,0,22.88,,,
1,8.27,0,8.27,,,
2,8.08,0,8.08,,,
3,8.08,0.16,7.92,,,
4,7.94,0.18,7.76,,,
5,7.8,0.19,7.61,,,
6,7.8,0.34,7.46,,,
7,7.66,0.34,7.31,,,
8,7.61,0.44,7.17,,,
9,6.64,0,6.64,,,
10,6.63,0.13,6.51,,,
11,6.35,0,6.35,,,
12,6.21,0,6.21,,,
13,6.06,0,6.06,,,
14,6.06,0.12,5.94,,,
15,6.06,0.24,5.82,,,
16,6.06,0.35,5.71,,,
17,5.92,0.32,5.6,,,
18,5.77,0.28,5.49,,,
19,5.77,0.39,5.38,,,
20,5.62,0.35,5.28,,,
21,5.53,0.35,5.18,,,
22,5.62,0.55,5.08,,,
23,5.72,0.74,4.98,,,
24,5.63,0.74,4.89,,,
25,5.33,0.54,4.8,,,
26,5.19,0.49,4.7,,,
27,5.04,0.43,4.61,,,
28,5,0.47,4.53,,,
29,4.77,0.33,4.44,,,
30,4.51,0.16,4.35,,,
1,4.38,0.12,4.26,,,
2,4.64,0.46,4.18,,,
3,4.73,0.62,4.1,,,
4,4.6,0.57,4.03,,,
5,4.38,0.43,3.95,,,
6,4.25,0.37,3.88,,,
7,4.03,0.23,3.8,,,
8,4.38,0.65,3.73,,,
9,4.12,0.46,3.66,,,
10,3.99,0.4,3.59,,,
11,3.99,0.47,3.52,,,
12,3.99,0.53,3.46,,,
13,3.86,0.47,3.39,,,
14,3.6,0.27,3.33,,,
15,3.6,0.34,3.26,,,
16,3.47,0.27,3.2,,,
17,3.6,0.46,3.14,,,
18,3.51,0.43,3.08,,,
19,3.6,0.58,3.02,,,
20,3.56,0.59,2.97,,,
21,3.47,0.56,2.91,,,
22,3.34,0.48,2.86,,,
23,3.34,0.53,2.81,,,
24,3.21,0.45,2.76,,,
25,3.21,0.51,2.7,,,
26,3.21,0.55,2.66,,,
27,2.82,0.22,2.6,,,
28,2.22,0,2.22,,,
29,2.14,0,2.14,,,
30,2.04,0,2.04,,,
31,2.95,0.94,2.01,,,
1,2.91,0.93,1.98,,,
2,2.82,0.88,1.94,,,
3,2.82,0.91,1.91,,,
4,2.69,0.81,1.88,,,
5,2.6,0.75,1.85,,,
6,2.6,0.78,1.82,,,
7,2.47,0.68,1.79,,,
8,2.43,0.67,1.76,,,
9,2.3,0.57,1.73,,,
10,2.3,0.6,1.7,,,
11,2.3,0.63,1.67,,,
12,2.43,0.78,1.65,,,
13,2.43,0.81,1.62,,,
14,2.3,0.71,1.59,,,
15,2.12,0.55,1.57,,,
16,2.01,0.47,1.54,,,
17,1.99,0.48,1.51,,,
18,1.83,0.35,1.49,,,
19,1.75,0.3,1.46,,,
20,1.7,0.27,1.43,,,
21,1.83,0.43,1.41,,,
22,1.75,0.37,1.38,,,
23,1.68,0.32,1.36,,,
24,1.73,0.39,1.33,,,
25,1.68,0.37,1.31,,,
26,1.75,0.47,1.29,,,
27,1.68,0.41,1.27,,,
28,1.96,0.72,1.25,,,
29,1.75,0.53,1.23,,,
30,1.47,0.26,1.2,,,
31,1.6,0.41,1.18,,,
1,1.68,0.51,1.16,,,
2,1.65,0.5,1.15,,,
3,1.52,0.39,1.13,,,
4,1.52,0.41,1.11,,,
5,1.39,0.3,1.09,,,
6,1.38,0.32,1.07,,,
7,1.29,0.24,1.05,,,
8,1.13,0.1,1.03,,,
9,1.29,0.27,1.01,,,
10,1.29,0.29,0.99,,,
11,1.29,0.31,0.98,,,
12,1.26,0.3,0.96,,,
13,1.29,0.34,0.94,,,
14,1.23,0.31,0.93,,,
15,1.13,0.22,0.91,,,
16,1.05,0.16,0.89,,,
17,1.03,0.15,0.88,,,
18,0.9,0.04,0.86,,,
19,0.9,0.05,0.84,,,
20,0.97,0.15,0.83,,,
21,1.05,0.24,0.81,,,
22,0.74,0,0.74,,,
23,0.74,0.01,0.73,,,
24,0.76,0.04,0.71,,,
25,0.74,0.04,0.7,,,
26,0.74,0.06,0.68,,,
27,0.82,0.15,0.67,,,
28,1.29,0.62,0.66,,,
1,1.13,0.48,0.65,,,
2,1.96,1.31,0.65,,,
3,2.36,1.71,0.65,,,
4,1.68,1.03,0.65,,,
5,1.42,0.77,0.64,,,
6,1.21,0.57,0.64,,,
7,1.57,0.94,0.63,,,
8,1.52,0.89,0.63,,,
9,1.7,1.08,0.62,,,
10,1.6,0.98,0.62,,,
11,1.57,0.96,0.62,,,
12,1.44,0.83,0.61,,,
13,1.36,0.76,0.61,,,
14,1.03,0.43,0.6,,,
15,0.82,0.23,0.59,,,
16,0.74,0.16,0.58,,,
17,0.74,0.17,0.57,,,
18,0.79,0.23,0.56,,,
19,0.68,0.13,0.55,,,
20,0.64,0.11,0.54,,,
21,0.66,0.13,0.53,,,
22,0.58,0.06,0.52,,,
23,0.61,0.1,0.51,,,
24,0.61,0.11,0.5,,,
25,0.58,0.09,0.49,,,
26,0.57,0.09,0.48,,,
27,0.52,0.04,0.47,,,
28,0.41,0,0.41,,,
29,0.44,0.04,0.4,,,
30,0.31,0,0.31,,,
31,0.39,0.08,0.31,,,
1,0.43,0.13,0.3,,,
2,0.51,0.21,0.3,,,
3,0.42,0.13,0.29,,,
4,0.41,0.12,0.29,,,
5,0.47,0.19,0.28,,,
6,0.39,0.11,0.28,,,
7,0.41,0.13,0.28,,,
8,0.42,0.15,0.27,,,
9,0.41,0.14,0.27,,,
10,0.35,0.09,0.26,,,
11,0.36,0.1,0.26,,,
12,0.34,0.09,0.25,,,
13,0.29,0.04,0.25,,,
14,0.29,0.05,0.24,,,
15,0.3,0.06,0.24,,,
16,0.36,0.12,0.24,,,
17,0.3,0.07,0.23,,,
18,0.27,0.04,0.23,,,
19,0.23,0.01,0.22,,,
20,0.26,0.04,0.22,,,
21,0.23,0.01,0.21,,,
22,0.22,0.01,0.21,,,
23,0.26,0.05,0.21,,,
24,0.26,0.06,0.2,,,
25,0.17,0,0.17,,,
26,0.18,0.01,0.17,,,
27,0.27,0.1,0.17,,,
28,0.28,0.11,0.17,,,
29,0.23,0.07,0.16,,,
30,0.2,0.04,0.16,,,
1,0.13,0,0.13,,,
2,0.1,0,0.1,,,
3,0.16,0.07,0.1,,,
4,0.08,0,0.08,,,
5,0.06,0,0.06,,,
6,0.06,0,0.06,,,
7,0.08,0.02,0.06,,,
8,0.08,0.02,0.06,,,
9,0.08,0.02,0.06,,,
10,0.04,0,0.04,,,
11,0.03,0,0.03,,,
12,0.01,0,0.01,,,
13,0.09,0.08,0.01,,,
14,0.13,0.12,0.01,,,
15,0.1,0.09,0.01,,,
16,0.1,0.09,0.01,,,
17,0.13,0.12,0.01,,,
18,0.1,0.09,0.01,,,
19,0.08,0.07,0.01,,,
20,0.09,0.08,0.01,,,
21,0.06,0.05,0.01,,,
22,0.06,0.05,0.01,,,
23,0.06,0.05,0.01,,,
24,0.1,0.08,0.02,,,
25,0.08,0.06,0.02,,,
26,0.06,0.04,0.02,,,
27,0.03,0.01,0.02,,,
28,0.1,0.08,0.02,,,
29,0.1,0.08,0.02,,,
30,0.1,0.08,0.02,,,
31,0.06,0.04,0.02,,,
1,0.04,0.02,0.02,,,
2,0.04,0.02,0.02,,,
3,0.04,0.03,0.02,,,
4,0.04,0.02,0.02,,,
5,0.04,0.02,0.02,,,
6,0.05,0.03,0.02,,,
7,0.05,0.03,0.02,,,
8,0.05,0.03,0.02,,,
9,0.05,0.03,0.02,,,
10,0.04,0.02,0.02,,,
11,0.04,0.02,0.02,,,
12,0.04,0.02,0.02,,,
13,0.04,0.02,0.02,,,
14,0.04,0.02,0.02,,,
15,39.9,39.54,0.36,,,
16,29.1,28.49,0.61,,,
17,22.04,21.26,0.78,,,
18,65.65,64.32,1.33,,,
19,50.96,49.23,1.73,,,
20,35.35,33.36,1.99,,,
21,32.1,29.89,2.21,,,
22,16.14,13.85,2.29,,,
23,11.83,9.5,2.33,,,
24,13.94,11.56,2.38,,,
25,144.7,141.12,3.58,,,
26,208.1,202.82,5.28,,,
27,195.1,188.27,6.83,,,
28,86.15,78.76,7.39,,,
29,50.58,42.97,7.61,,,
30,21.65,14.06,7.59,,,
1,16.5,8.99,7.51,,,
2,9.79,2.41,7.38,,,
3,15.83,8.52,7.31,,,
4,19.51,12.24,7.27,,,
5,14.85,7.66,7.19,,,
6,8.92,1.85,7.07,,,
7,264.8,255.63,9.17,,,
8,168.7,158.33,10.37,,,
9,221.9,209.89,12.01,,,
10,132.4,119.58,12.82,,,
11,80.52,67.37,13.15,,,
12,78.31,64.85,13.46,,,
13,161.3,146.82,14.48,,,
14,135.6,120.35,15.25,,,
15,229.8,212.99,16.81,,,
16,644.8,622.86,21.94,,,
17,261.3,237.71,23.59,,,
18,117.9,93.96,23.94,,,
19,72.02,48.13,23.89,,,
20,20.21,0,20.21,,,
21,41.33,21.34,19.99,,,
22,37.33,17.58,19.75,,,
23,38.83,19.31,19.52,,,
24,44.54,25.19,19.35,,,
25,31.77,12.69,19.08,,,
26,28.98,10.2,18.78,,,
27,76.04,57.13,18.91,,,
28,46.19,27.42,18.77,,,
29,39.42,20.84,18.58,,,
30,88.77,69.95,18.82,,,
31,133,113.56,19.44,,,
1,142.7,122.57,20.13,,,
2,300.7,278.53,22.17,,,
3,321.6,297.26,24.34,,,
4,366.3,339.47,26.83,,,
5,408.6,378.98,29.62,,,
6,222.6,191.89,30.71,,,
7,110.5,79.7,30.8,,,
8,82.23,51.6,30.63,,,
9,68.06,37.71,30.35,,,
10,59.77,29.76,30.01,,,
11,50.58,20.99,29.59,,,
12,42.48,13.36,29.12,,,
13,37.24,8.63,28.61,,,
14,33.2,5.12,28.08,,,
15,53.15,25.41,27.74,,,
16,603.6,571.4,32.2,,,
17,765.9,727.95,37.95,,,
18,593.8,551.77,42.03,,,
19,721.1,673.99,47.11,,,
20,490.5,440.47,50.03,,,
21,290.4,239.27,51.13,,,
22,199.2,147.79,51.41,,,
23,121.1,70.11,50.99,,,
24,97.55,47.16,50.39,,,
25,80.13,30.48,49.65,,,
26,71.06,22.21,48.85,,,
27,61.17,13.18,47.99,,,
28,55.13,8.03,47.1,,,
29,61.56,15.27,46.29,,,
30,90.38,44.62,45.76,,,
31,207,160.75,46.25,,,
1,215.9,169.09,46.81,,,
2,229.3,181.83,47.47,,,
3,552,501.08,50.92,,,
4,390.3,337.44,52.86,,,
5,170.4,117.56,52.84,,,
6,237.4,184,53.4,,,
7,468.8,412.85,55.95,,,
8,191.3,135.28,56.02,,,
9,571.5,512.11,59.39,,,
10,424.5,363.11,61.39,,,
11,303.2,240.92,62.28,,,
12,203.6,141.33,62.27,,,
13,143.5,81.75,61.75,,,
14,112.1,51.14,60.96,,,
15,89.77,29.77,60,,,
16,108.3,49.07,59.23,,,
17,189.4,130.21,59.19,,,
18,164.8,105.86,58.94,,,
19,144.6,86.09,58.51,,,
20,91.15,33.51,57.64,,,
21,79.4,22.72,56.68,,,
22,214.3,157.37,56.93,,,
23,144.5,87.94,56.56,,,
24,118.5,62.52,55.98,,,
25,203,146.85,56.15,,,
26,1900,1828.92,71.08,,,
27,1008,930.18,77.82,,,
28,404.1,324.98,79.12,,,
29,375.8,295.67,80.13,,,
30,228.3,148.47,79.83,,,
1,209.1,129.73,79.37,,,
2,182.6,103.9,78.7,,,
3,119.4,41.91,77.49,,,
4,104.2,28.01,76.19,,,
5,94.46,19.62,74.84,,,
6,80.98,7.57,73.41,,,
7,73.27,1.32,71.95,,,
8,67.13,0,67.13,,,
9,68.25,2.44,65.81,,,
10,59.65,0,59.65,,,
11,54.46,0,54.46,,,
12,57.63,4.22,53.41,,,
13,138.5,85.41,53.09,,,
14,90.36,38,52.36,,,
15,106.2,54.41,51.79,,,
16,79.69,28.68,51.01,,,
17,59.69,9.62,50.07,,,
18,47.54,0,47.54,,,
19,70.48,23.68,46.8,,,
20,76.1,29.98,46.12,,,
21,64.04,18.67,45.37,,,
22,41.67,0,41.67,,,
23,37.43,0,37.43,,,
24,35.42,0,35.42,,,
25,32.54,0,32.54,,,
26,29.58,0,29.58,,,
27,27.67,0,27.67,,,
28,25.21,0,25.21,,,
29,23.89,0,23.89,,,
30,22.88,0,22.88,,,
31,21.74,0,21.74,,,
1,17.58,0,17.58,,,
2,17,0,17,,,
3,16.3,0,16.3,,,
4,15.74,0,15.74,,,
5,15.74,0.31,15.43,,,
6,15.74,0.62,15.12,,,
7,14.63,0,14.63,,,
8,14.06,0,14.06,,,
9,13.42,0,13.42,,,
10,13.02,0,13.02,,,
11,12.7,0,12.7,,,
12,11.82,0,11.82,,,
13,11.26,0,11.26,,,
14,10.82,0,10.82,,,
15,10.68,0.08,10.6,,,
16,10.4,0.01,10.39,,,
17,9.68,0,9.68,,,
18,9.62,0.13,9.49,,,
19,9.62,0.32,9.3,,,
20,9.42,0.3,9.12,,,
21,9.21,0.27,8.94,,,
22,8.77,0.01,8.76,,,
23,8.77,0.18,8.59,,,
24,8.3,0,8.3,,,
25,8.12,0,8.12,,,
26,7.49,0,7.49,,,
27,7.42,0.08,7.34,,,
28,7.42,0.23,7.2,,,
29,7.25,0.2,7.05,,,
30,7.06,0.15,6.91,,,
1,6.87,0.09,6.78,,,
2,6.68,0.04,6.64,,,
3,6.49,0,6.49,,,
4,6.49,0.13,6.36,,,
5,6.68,0.44,6.24,,,
6,6.49,0.37,6.12,,,
7,6.24,0.24,6,,,
8,5.92,0.04,5.88,,,
9,5.73,0,5.73,,,
10,5.73,0.11,5.62,,,
11,5.54,0.04,5.5,,,
