           Day,    Flow (cfs),Direct Runoff (cfs),Base Flow (cfs),,Base Flow Index (BFI): 0.228
4,1.9,0.68,1.22,,
5,2.7,1.49,1.21,,
6,2.5,1.3,1.2,,
7,2.3,1.12,1.18,,
8,2.4,1.23,1.17,,
9,2.5,1.34,1.16,,
10,2.5,1.35,1.15,,
11,2.3,1.16,1.14,,
12,2.2,1.07,1.13,,
13,2.3,1.18,1.12,,
14,2.3,1.19,1.11,,
15,2,0.91,1.09,,
16,2.2,1.12,1.08,,
17,2.4,1.33,1.07,,
18,2.3,1.23,1.07,,
19,2.1,1.05,1.05,,
20,1.7,0.66,1.04,,
21,1.8,0.77,1.03,,
22,2,0.98,1.02,,
23,1.9,0.9,1,,
24,1.7,0.71,0.99,,
25,1.8,0.82,0.98,,
26,1.7,0.73,0.97,,
27,1.7,0.74,0.96,,
28,1.6,0.66,0.94,,
29,1.8,0.87,0.93,,
30,1.7,0.78,0.92,,
31,1.5,0.59,0.91,,
1,1.6,0.7,0.9,,
2,1.7,0.81,0.89,,
3,1.6,0.72,0.88,,
4,1.6,0.73,0.87,,
5,1.5,0.64,0.86,,
6,1.5,0.65,0.85,,
7,1.5,0.66,0.84,,
8,1.5,0.67,0.83,,
9,1.3,0.49,0.81,,
10,1.4,0.6,0.8,,
11,1.5,0.71,0.79,,
12,1.4,0.62,0.78,,
13,1.5,0.72,0.78,,
14,1.4,0.63,0.77,,
15,1.4,0.64,0.76,,
16,1.4,0.65,0.75,,
17,1.4,0.66,0.74,,
18,1.4,0.67,0.73,,
19,1.4,0.67,0.73,,
20,1.4,0.68,0.72,,
21,1.4,0.69,0.71,,
22,1.4,0.7,0.7,,
23,0.8,0.11,0.69,,
24,1.4,0.72,0.68,,
25,1.2,0.53,0.67,,
26,1.2,0.53,0.67,,
27,1.2,0.54,0.66,,
28,1.4,0.75,0.65,,
29,1.2,0.55,0.65,,
30,1.2,0.56,0.64,,
31,1.1,0.47,0.63,,
1,1.1,0.48,0.62,,
2,1.1,0.49,0.61,,
3,1.1,0.49,0.61,,
4,1.4,0.8,0.6,,
5,1.1,0.5,0.6,,
6,1.4,0.81,0.59,,
7,1.3,0.71,0.59,,
8,1.7,1.11,0.59,,
9,1.6,1.02,0.58,,
10,4,3.39,0.61,,
11,12.8,12.08,0.72,,
12,8,7.23,0.77,,
13,3.8,3.01,0.79,,
14,8.2,7.35,0.85,,
15,4.4,3.54,0.86,,
16,4.4,3.52,0.88,,
17,2.2,1.32,0.88,,
18,2.1,1.23,0.87,,
19,1.9,1.04,0.86,,
20,1.5,0.65,0.85,,
21,1.3,0.46,0.84,,
22,1.6,0.77,0.83,,
23,1.2,0.38,0.82,,
24,1.1,0.29,0.81,,
25,1.1,0.31,0.79,,
26,1.1,0.32,0.78,,
27,2,1.22,0.78,,
28,1.5,0.73,0.77,,
1,3.8,3.02,0.78,,
2,7,6.17,0.83,,
3,4,3.16,0.84,,
4,2.6,1.76,0.84,,
5,2.3,1.46,0.84,,
6,1.5,0.67,0.83,,
7,1.4,0.58,0.82,,
8,1.8,0.99,0.81,,
9,1.2,0.4,0.8,,
10,1,0.21,0.79,,
11,1.2,0.42,0.78,,
12,1.1,0.34,0.76,,
13,1,0.25,0.75,,
14,1.1,0.36,0.74,,
15,1,0.27,0.73,,
16,0.9,0.18,0.72,,
17,1.1,0.4,0.7,,
18,1,0.31,0.69,,
19,0.9,0.22,0.68,,
20,0.9,0.23,0.67,,
21,0.9,0.24,0.66,,
22,0.9,0.25,0.65,,
23,0.8,0.16,0.64,,
24,0.9,0.27,0.63,,
25,0.9,0.28,0.62,,
26,0.8,0.19,0.61,,
27,0.8,0.2,0.6,,
28,0.8,0.21,0.59,,
29,0.8,0.22,0.58,,
30,0.8,0.23,0.57,,
31,0.9,0.34,0.56,,
1,0.8,0.25,0.55,,
2,0.8,0.26,0.54,,
3,0.8,0.26,0.54,,
4,0.8,0.27,0.53,,
5,0.7,0.18,0.52,,
6,0.7,0.19,0.51,,
7,0.8,0.3,0.5,,
8,0.8,0.3,0.5,,
9,0.7,0.21,0.49,,
10,0.7,0.22,0.48,,
11,0.7,0.23,0.47,,
12,0.7,0.23,0.47,,
13,0.6,0.14,0.46,,
14,0.5,0.05,0.45,,
15,0.5,0.06,0.44,,
16,0.5,0.07,0.43,,
17,0.5,0.08,0.42,,
18,0.5,0.08,0.42,,
19,0.5,0.09,0.41,,
20,0.5,0.1,0.4,,
21,0.4,0.01,0.39,,
22,0.5,0.11,0.39,,
23,0.4,0.02,0.38,,
24,0.4,0.03,0.37,,
25,0.4,0.03,0.37,,
26,0.4,0.04,0.36,,
27,0.5,0.15,0.35,,
28,0.4,0.05,0.35,,
29,0.4,0.06,0.34,,
30,0.4,0.07,0.33,,
1,0.5,0.17,0.33,,
2,0.5,0.18,0.32,,
3,0.5,0.18,0.32,,
4,0.4,0.09,0.31,,
5,0.4,0.09,0.31,,
6,0.4,0.1,0.3,,
7,0.4,0.1,0.3,,
8,0.4,0.11,0.29,,
9,0.5,0.21,0.29,,
10,0.5,0.21,0.29,,
11,0.4,0.12,0.28,,
12,0.5,0.22,0.28,,
13,0.4,0.13,0.27,,
14,0.4,0.13,0.27,,
15,0.3,0.04,0.26,,
16,0.3,0.04,0.26,,
17,0.4,0.14,0.26,,
18,0.4,0.15,0.25,,
19,0.4,0.15,0.25,,
20,0.4,0.15,0.25,,
21,0.4,0.16,0.24,,
22,0.4,0.16,0.24,,
23,0.4,0.16,0.24,,
24,0.4,0.17,0.23,,
25,0.4,0.17,0.23,,
26,0.4,0.17,0.23,,
27,0.4,0.18,0.22,,
28,0.4,0.18,0.22,,
29,0.4,0.18,0.22,,
30,0.4,0.18,0.22,,
31,0.3,0.09,0.21,,
1,0.2,0,0.2,,
2,0.2,0,0.2,,
3,0.2,0.01,0.19,,
4,0.2,0.01,0.19,,
5,0.2,0.02,0.18,,
6,0.2,0.02,0.18,,
7,0.2,0.02,0.18,,
8,0.2,0.03,0.17,,
9,0.2,0.03,0.17,,
10,0.2,0.03,0.17,,
11,0.2,0.03,0.17,,
12,0.2,0.04,0.16,,
13,0.2,0.04,0.16,,
14,0.2,0.04,0.16,,
15,0.3,0.14,0.16,,
16,0.4,0.25,0.15,,
17,0.4,0.25,0.15,,
18,0.4,0.25,0.15,,
19,0.4,0.25,0.15,,
20,5.6,5.4,0.2,,
21,6,5.74,0.26,,
22,6,5.69,0.31,,
23,5.4,5.05,0.35,,
24,5.2,4.81,0.39,,
25,6.1,5.66,0.44,,
26,58,57,1,,
27,33,31.7,1.3,,
28,3.3,2.01,1.29,,
29,5.3,4,1.3,,
30,3.2,1.9,1.3,,
1,2.8,1.51,1.29,,
2,2.5,1.23,1.27,,
3,2.5,1.24,1.26,,
4,2.5,1.25,1.25,,
5,2.5,1.27,1.23,,
6,2.5,1.28,1.22,,
7,2.5,1.29,1.21,,
8,3.5,2.29,1.21,,
9,5.2,3.97,1.23,,
10,6,4.75,1.25,,
11,3.2,1.96,1.24,,
12,4.5,3.25,1.25,,
13,4,2.75,1.25,,
14,2.4,1.16,1.24,,
15,778.9,770.01,8.89,,
16,800,783.49,16.51,,
17,178,160.22,17.78,,
18,546,523.36,22.64,,
19,1580,1542.45,37.55,,
20,416,375.46,40.54,,
21,1240,1188.43,51.57,,
22,760,702.46,57.54,,
23,765,701.62,63.38,,
24,1101.5,1029.14,72.36,,
25,626,549.61,76.39,,
26,388,310.05,77.95,,
27,190.3,112.78,77.52,,
28,171.6,94.69,76.91,,
29,131.4,55.48,75.92,,
30,110.5,35.74,74.76,,
31,86.5,13.1,73.4,,
1,85.1,13.04,72.06,,
2,85,14.24,70.76,,
3,75,5.6,69.4,,
4,76.8,8.7,68.1,,
5,76.3,9.47,66.83,,
6,551.8,481.51,70.29,,
7,354,282.3,71.7,,
8,190,118.56,71.44,,
9,99.8,29.49,70.31,,
10,106.2,36.93,69.27,,
11,118.7,50.31,68.39,,
12,122.8,55.23,67.57,,
13,229.8,161.97,67.83,,
14,233.1,164.98,68.12,,
15,2675,2582.52,92.48,,
16,574.3,478.89,95.41,,
17,416,319.32,96.68,,
18,354,256.7,97.3,,
19,210,113.51,96.49,,
20,143.7,48.66,95.04,,
21,123.4,29.96,93.44,,
22,112.2,20.42,91.78,,
23,95.67,5.67,90,,
24,96.3,8.02,88.28,,
25,86.7,0.19,86.51,,
26,61.8,0,61.8,,
27,68.8,8.15,60.65,,
28,44.8,0,44.8,,
29,37.4,0,37.4,,
30,33.8,0,33.8,,
31,33,0,33,,
1,29.4,0,29.4,,
2,28.1,0,28.1,,
3,27.3,0,27.3,,
4,25.2,0,25.2,,
5,20.3,0,20.3,,
6,20.7,0.8,19.9,,
7,19,0,19,,
8,18.1,0,18.1,,
9,18,0.26,17.74,,
10,17,0,17,,
11,14,0,14,,
12,14.9,1.17,13.73,,
13,152.6,137.77,14.83,,
14,70,54.92,15.08,,
15,32,17.05,14.95,,
16,22.6,7.87,14.73,,
17,26,11.45,14.55,,
18,20,5.69,14.31,,
19,19,4.92,14.08,,
20,18,4.16,13.84,,
21,18,4.4,13.6,,
22,15,1.65,13.35,,
23,13.4,0.32,13.08,,
24,10.7,0,10.7,,
25,10.7,0.21,10.49,,
26,8.8,0,8.8,,
27,8.4,0,8.4,,
28,9.2,0.96,8.24,,
29,9,0.91,8.09,,
30,7.9,0,7.9,,
1,6.6,0,6.6,,
2,8,1.52,6.48,,
3,8,1.63,6.37,,
4,8,1.74,6.26,,
5,8,1.85,6.15,,
6,4.6,0,4.6,,
7,6.4,1.87,4.53,,
8,8.1,3.63,4.47,,
9,7.5,3.09,4.41,,
10,4.5,0.17,4.33,,
11,8.5,4.22,4.28,,
12,8.4,4.16,4.24,,
13,6.4,2.22,4.18,,
14,6.4,2.29,4.11,,
15,5.5,1.45,4.05,,
16,5.3,1.32,3.98,,
17,4.6,0.69,3.91,,
18,4.4,0.57,3.83,,
19,4.3,0.54,3.76,,
20,4.1,0.41,3.69,,
21,4.1,0.48,3.62,,
22,3.9,0.35,3.55,,
23,3.7,0.22,3.48,,
24,3.7,0.28,3.42,,
25,3.6,0.25,3.35,,
26,3.3,0.02,3.28,,
27,3,0,3,,
28,2.8,0,2.8,,
29,2.8,0.06,2.74,,
30,2.7,0.01,2.69,,
31,3.7,1.05,2.65,,
1,2.5,0,2.5,,
2,2.5,0.05,2.45,,
3,2.3,0,2.3,,
4,2,0,2,,
5,3,1.03,1.97,,
6,2.7,0.76,1.94,,
7,2.7,0.79,1.91,,
8,2.5,0.62,1.88,,
9,2.5,0.66,1.84,,
10,2.4,0.59,1.81,,
11,2.4,0.62,1.78,,
12,2.4,0.65,1.75,,
13,2.3,0.58,1.72,,
14,2.3,0.6,1.7,,
15,2.2,0.53,1.67,,
16,2.2,0.56,1.64,,
17,2.1,0.49,1.61,,
18,2.1,0.52,1.58,,
19,2,0.44,1.56,,
20,2.3,0.77,1.53,,
21,1.8,0.29,1.51,,
22,1.8,0.32,1.48,,
23,1.8,0.35,1.45,,
24,1.8,0.37,1.43,,
25,2,0.59,1.41,,
26,1.8,0.42,1.38,,
27,1.7,0.34,1.36,,
28,1.7,0.37,1.33,,
29,1.7,0.39,1.31,,
30,1.7,0.41,1.29,,
1,1.7,0.43,1.27,,
2,1.4,0.16,1.24,,
3,1.4,0.18,1.22,,
4,1.4,0.2,1.2,,
5,1.4,0.22,1.18,,
6,1.4,0.24,1.16,,
7,1.4,0.27,1.13,,
8,1.3,0.19,1.11,,
9,1.4,0.31,1.09,,
10,1.5,0.42,1.08,,
11,1,0,1,,
12,1.4,0.42,0.98,,
13,1.4,0.43,0.97,,
14,1.4,0.45,0.95,,
15,1.4,0.46,0.94,,
16,1.3,0.38,0.92,,
17,1.3,0.39,0.91,,
18,1.2,0.31,0.89,,
19,1.3,0.42,0.88,,
20,1.3,0.43,0.87,,
21,1.3,0.45,0.85,,
22,1.3,0.46,0.84,,
23,1.3,0.47,0.83,,
24,1.3,0.48,0.82,,
25,1.3,0.49,0.81,,
26,1.3,0.5,0.8,,
27,1.3,0.52,0.78,,
28,1.3,0.53,0.77,,
29,1.3,0.54,0.76,,
30,1.2,0.45,0.75,,
31,1.2,0.46,0.74,,
1,1.2,0.47,0.73,,
2,1.2,0.48,0.72,,
3,1.2,0.49,0.71,,
4,1.2,0.5,0.7,,
5,1.2,0.51,0.69,,
6,1.2,0.51,0.69,,
7,1.2,0.52,0.68,,
8,1.2,0.53,0.67,,
9,1.2,0.54,0.66,,
10,1.2,0.55,0.65,,
11,1.2,0.55,0.65,,
12,34,33.04,0.96,,
13,11,9.96,1.04,,
14,8.5,7.41,1.09,,
15,5.7,4.58,1.12,,
16,7.7,6.54,1.16,,
17,7,5.8,1.2,,
18,8,6.76,1.24,,
19,3.9,2.66,1.24,,
20,3.8,2.56,1.24,,
21,2.7,1.47,1.23,,
22,2.1,0.88,1.22,,
23,2,0.8,1.2,,
24,1.8,0.62,1.18,,
25,1.9,0.73,1.17,,
26,1.9,0.75,1.15,,
27,1.8,0.67,1.13,,
28,1.9,0.78,1.12,,
29,1.8,0.7,1.1,,
30,1.8,0.71,1.09,,
31,1.8,0.73,1.07,,
1,1.6,0.54,1.06,,
2,1.4,0.36,1.04,,
3,1.5,0.48,1.02,,
4,1.5,0.49,1.01,,
5,1.5,0.51,0.99,,
6,1.2,0.22,0.98,,
7,1.4,0.44,0.96,,
8,1.4,0.45,0.95,,
9,1.4,0.47,0.93,,
10,1.3,0.38,0.92,,
11,1.3,0.4,0.9,,
12,1.2,0.31,0.89,,
13,1.1,0.23,0.87,,
14,1,0.14,0.86,,
15,1.1,0.26,0.84,,
16,1,0.17,0.83,,
17,1,0.19,0.81,,
18,1.2,0.4,0.8,,
19,1.2,0.41,0.79,,
20,1.2,0.42,0.78,,
21,1.4,0.63,0.77,,
22,1.2,0.44,0.76,,
23,1.2,0.45,0.75,,
24,5.9,5.12,0.78,,
25,3.6,2.81,0.79,,
26,22.8,21.81,0.99,,
27,8,6.96,1.04,,
28,6.5,5.42,1.08,,
1,5,3.91,1.09,,
2,5.8,4.68,1.12,,
3,2.3,1.19,1.11,,
4,1.9,0.81,1.09,,
5,1.5,0.42,1.08,,
6,1.5,0.44,1.06,,
7,1.2,0.16,1.04,,
8,1.1,0.08,1.02,,
9,1.1,0.1,1,,
10,1.1,0.12,0.98,,
11,1.1,0.14,0.96,,
12,1.1,0.15,0.95,,
13,1.1,0.17,0.93,,
14,1.1,0.19,0.91,,
15,1.1,0.2,0.9,,
16,1.1,0.22,0.88,,
17,1.1,0.24,0.86,,
18,1.1,0.25,0.85,,
19,1,0.17,0.83,,
20,1,0.18,0.82,,
21,1,0.19,0.81,,
22,1,0.21,0.79,,
23,0.9,0.12,0.78,,
24,0.9,0.14,0.76,,
25,0.9,0.15,0.75,,
26,0.9,0.16,0.74,,
27,0.8,0.08,0.72,,
28,0.8,0.09,0.71,,
29,0.7,0.01,0.69,,
30,0.8,0.12,0.68,,
31,0.7,0.03,0.67,,
1,0.7,0.04,0.66,,
2,0.7,0.06,0.64,,
3,0.7,0.07,0.63,,
4,0.8,0.18,0.62,,
5,0.8,0.19,0.61,,
6,0.8,0.2,0.6,,
7,0.8,0.21,0.59,,
8,0.8,0.22,0.58,,
9,0.8,0.23,0.57,,
10,0.7,0.14,0.56,,
11,0.7,0.15,0.55,,
12,0.6,0.06,0.54,,
13,0.6,0.07,0.53,,
14,0.6,0.08,0.52,,
15,0.6,0.09,0.51,,
16,0.6,0.1,0.5,,
17,0.6,0.11,0.49,,
18,0.6,0.12,0.48,,
19,0.6,0.12,0.48,,
20,0.7,0.23,0.47,,
21,0.7,0.24,0.46,,
22,0.6,0.15,0.45,,
23,0.6,0.15,0.45,,
24,0.6,0.16,0.44,,
25,0.6,0.17,0.43,,
26,0.6,0.18,0.42,,
27,0.7,0.28,0.42,,
28,0.7,0.29,0.41,,
29,0.7,0.29,0.41,,
30,0.7,0.3,0.4,,
1,0.7,0.3,0.4,,
2,0.7,0.31,0.39,,
3,0.5,0.11,0.39,,
4,0.7,0.32,0.38,,
5,0.7,0.32,0.38,,
6,0.7,0.33,0.37,,
7,0.7,0.33,0.37,,
8,0.7,0.34,0.36,,
9,0.6,0.24,0.36,,
10,0.7,0.34,0.36,,
11,0.6,0.25,0.35,,
12,0.6,0.25,0.35,,
13,0.7,0.36,0.34,,
14,0.6,0.26,0.34,,
15,0.7,0.36,0.34,,
16,0.7,0.37,0.33,,
17,0.6,0.27,0.33,,
18,0.6,0.27,0.33,,
19,0.6,0.28,0.32,,
20,0.6,0.28,0.32,,
21,0.6,0.29,0.31,,
22,0.5,0.19,0.31,,
23,0.5,0.19,0.31,,
24,0.5,0.2,0.3,,
25,0.6,0.3,0.3,,
26,0.6,0.3,0.3,,
27,0.6,0.31,0.29,,
28,0.4,0.11,0.29,,
29,0.5,0.22,0.28,,
30,0.6,0.32,0.28,,
31,0.5,0.22,0.28,,
1,0.56,0.28,0.28,,
2,0.48,0.21,0.27,,
3,0.95,0.67,0.27,,
4,0.39,0.12,0.27,,
5,0.42,0.15,0.27,,
6,0.43,0.17,0.26,,
7,0.43,0.17,0.26,,
8,0.43,0.18,0.25,,
9,0.56,0.3,0.25,,
10,0.62,0.37,0.25,,
11,0.6,0.35,0.25,,
12,0.5,0.25,0.25,,
13,1.75,1.5,0.26,,
14,1.25,0.99,0.26,,
15,1.18,0.91,0.27,,
16,0.91,0.64,0.27,,
17,1.11,0.85,0.27,,
18,17.37,16.94,0.43,,
19,20.81,20.18,0.63,,
20,9.35,8.65,0.7,,
21,6.5,5.76,0.74,,
22,3.58,2.82,0.76,,
23,2.92,2.16,0.76,,
24,2.62,1.85,0.77,,
25,1.56,0.8,0.76,,
26,1.52,0.77,0.75,,
27,2,1.25,0.75,,
28,1.75,1.01,0.74,,
29,4.79,4.02,0.77,,
30,11.04,10.19,0.85,,
1,2.26,1.41,0.85,,
2,2.26,1.41,0.85,,
3,2.18,1.33,0.84,,
4,45.41,44.14,1.27,,
5,23.5,22.04,1.46,,
6,8.61,7.1,1.5,,
7,4.81,3.31,1.51,,
8,3.42,1.92,1.5,,
9,13.05,11.47,1.58,,
10,19.04,17.32,1.72,,
11,11.78,9.99,1.79,,
12,5.5,3.71,1.79,,
13,3.2,1.44,1.77,,
14,2.82,1.08,1.74,,
15,8.38,6.61,1.77,,
16,4.45,2.69,1.76,,
17,3.63,1.88,1.75,,
18,3.38,1.66,1.73,,
19,3.5,1.79,1.71,,
20,2.03,0.35,1.68,,
21,2.05,0.4,1.65,,
22,1.66,0.05,1.62,,
23,1.54,0,1.54,,
24,1.36,0,1.36,,
25,1.35,0.01,1.34,,
26,1.6,0.29,1.31,,
27,1.13,0,1.13,,
28,0.94,0,0.94,,
29,1.17,0.24,0.93,,
30,1.02,0.11,0.91,,
31,1.09,0.2,0.89,,
1,1.16,0.29,0.88,,
2,1.23,0.37,0.86,,
3,1.17,0.32,0.85,,
4,0.97,0.13,0.83,,
5,1.09,0.27,0.82,,
6,1.6,0.79,0.81,,
7,2.93,2.11,0.82,,
8,2.69,1.88,0.82,,
9,2.4,1.58,0.82,,
10,2.3,1.48,0.82,,
11,2.13,1.32,0.81,,
12,1.64,0.84,0.81,,
13,1.32,0.53,0.79,,
14,1.33,0.55,0.78,,
15,1.5,0.72,0.78,,
16,1.4,0.63,0.77,,
17,1.34,0.58,0.76,,
18,4.48,3.7,0.78,,
19,5.06,4.26,0.81,,
20,144.8,142.59,2.21,,
21,52.69,50.03,2.66,,
22,16.11,13.37,2.74,,
23,8.5,5.75,2.75,,
24,13.18,10.39,2.79,,
25,74.95,71.5,3.45,,
26,35,31.31,3.69,,
27,107.7,103.05,4.65,,
28,1275,1257.91,17.09,,
29,165,146.79,18.21,,
30,110,91.25,18.75,,
31,113.2,93.89,19.31,,
1,116.4,96.51,19.89,,
2,67.32,47.36,19.96,,
3,54.64,34.73,19.91,,
4,45.71,25.94,19.77,,
5,33,13.49,19.51,,
6,33,13.75,19.25,,
7,48.2,29.04,19.16,,
8,46,26.96,19.04,,
9,116.6,96.97,19.63,,
10,57.43,37.82,19.61,,
11,51.92,32.38,19.54,,
12,30.7,11.43,19.27,,
13,26.5,7.54,18.96,,
14,24,5.37,18.63,,
15,24.69,6.37,18.32,,
16,22.6,4.6,18,,
17,27.21,9.47,17.74,,
18,20.96,3.54,17.42,,
19,19.41,2.32,17.09,,
20,14,0,14,,
21,12.29,0,12.29,,
22,12.37,0.32,12.05,,
23,10.72,0,10.72,,
24,7.14,0,7.14,,
25,8.3,1.29,7.01,,
26,7.56,0.68,6.88,,
27,6.5,0,6.5,,
28,6.2,0,6.2,,
29,6.27,0.19,6.08,,
30,6.02,0.06,5.96,,
1,5,0,5,,
2,5.56,0.65,4.91,,
3,5.2,0.39,4.81,,
4,5.5,0.78,4.72,,
5,8.51,3.84,4.67,,
6,8.99,4.37,4.62,,
7,6.8,2.26,4.55,,
8,6.46,1.99,4.48,,
9,5.86,1.46,4.4,,
10,5.26,0.93,4.32,,
11,3.1,0,3.1,,
12,3.89,0.84,3.05,,
13,3.51,0.52,2.99,,
14,3.97,1.03,2.94,,
15,3.75,0.86,2.89,,
16,3.41,0.57,2.84,,
17,3.24,0.46,2.79,,
18,2.6,0,2.6,,
19,14.56,11.89,2.67,,
20,22.99,20.18,2.81,,
21,14.06,11.19,2.87,,
22,7,4.15,2.85,,
23,5.35,2.53,2.82,,
24,4,1.22,2.78,,
25,3,0.28,2.72,,
26,3.99,1.31,2.68,,
27,3.36,0.72,2.64,,
28,2.83,0.25,2.59,,
29,2.98,0.44,2.54,,
30,2.91,0.42,2.49,,
31,2.57,0.13,2.44,,
1,2.3,0,2.3,,
2,2.51,0.25,2.26,,
3,2.33,0.12,2.21,,
4,2.18,0.01,2.17,,
5,2.2,0.07,2.13,,
6,2.1,0.02,2.08,,
7,2.02,0,2.02,,
8,2,0.02,1.98,,
9,2.05,0.11,1.94,,
10,2.12,0.22,1.9,,
11,1.9,0.04,1.86,,
12,1.8,0,1.8,,
13,1.8,0.03,1.77,,
14,1.8,0.07,1.73,,
15,1.8,0.1,1.7,,
16,1.36,0,1.36,,
17,1.6,0.26,1.33,,
18,1.89,0.57,1.31,,
19,1.91,0.62,1.29,,
20,1.86,0.59,1.27,,
21,1.73,0.48,1.25,,
22,1.7,0.47,1.23,,
23,1.8,0.59,1.21,,
24,2.02,0.83,1.2,,
25,1.87,0.69,1.18,,
26,1.78,0.62,1.16,,
27,1.7,0.56,1.14,,
28,1.73,0.6,1.13,,
29,1.8,0.69,1.11,,
30,1.87,0.78,1.1,,
1,1.53,0.45,1.08,,
2,1.44,0.38,1.06,,
3,1.41,0.37,1.04,,
4,1.34,0.31,1.03,,
5,1.56,0.54,1.01,,
6,1.5,0.5,1,,
7,1.46,0.48,0.98,,
8,1.34,0.38,0.97,,
9,1.39,0.44,0.95,,
10,1.23,0.3,0.93,,
11,1.33,0.41,0.92,,
12,1.38,0.47,0.91,,
13,1.9,1,0.9,,
14,1.9,1.01,0.89,,
15,1.75,0.87,0.88,,
16,1.98,1.11,0.87,,
17,1.94,1.07,0.87,,
18,1.7,0.84,0.86,,
19,1.58,0.74,0.85,,
20,1.53,0.69,0.84,,
21,1.3,0.47,0.83,,
22,1.24,0.42,0.81,,
23,1.31,0.51,0.8,,
24,1.23,0.44,0.79,,
25,1.41,0.63,0.78,,
26,1.36,0.59,0.77,,
27,1.31,0.55,0.76,,
28,1.04,0.29,0.75,,
29,1.02,0.28,0.74,,
30,1.12,0.39,0.73,,
31,1.06,0.35,0.72,,
1,1.03,0.32,0.7,,
2,1.11,0.42,0.69,,
3,1.27,0.58,0.69,,
4,1.15,0.47,0.68,,
5,1.11,0.44,0.67,,
6,1.15,0.49,0.66,,
7,1.07,0.42,0.65,,
8,1.1,0.46,0.64,,
9,1.1,0.46,0.63,,
10,1.17,0.54,0.63,,
11,1.09,0.47,0.62,,
12,1.24,0.63,0.61,,
13,1.18,0.58,0.61,,
14,1.2,0.59,0.6,,
15,1.17,0.57,0.59,,
16,1.17,0.58,0.59,,
17,1.12,0.54,0.58,,
18,1.14,0.57,0.58,,
19,1.04,0.47,0.57,,
20,1.2,0.64,0.56,,
21,1.08,0.52,0.56,,
22,1.12,0.57,0.55,,
23,1.07,0.52,0.55,,
24,1.07,0.53,0.54,,
25,1.13,0.6,0.54,,
26,1.04,0.51,0.53,,
27,1.23,0.7,0.53,,
28,1.12,0.6,0.52,,
29,1.08,0.57,0.52,,
30,1.13,0.61,0.51,,
31,1.04,0.53,0.51,,
1,1.04,0.53,0.5,,
2,0.97,0.47,0.5,,
3,0.91,0.42,0.49,,
4,0.95,0.46,0.49,,
5,0.95,0.46,0.48,,
6,0.89,0.41,0.48,,
7,0.95,0.48,0.47,,
8,1.08,0.62,0.47,,
9,1.06,0.59,0.46,,
10,1.19,0.72,0.46,,
11,1.15,0.69,0.46,,
12,0.93,0.48,0.46,,
13,1.05,0.6,0.45,,
14,0.9,0.45,0.45,,
15,0.99,0.55,0.44,,
16,0.97,0.53,0.44,,
17,0.94,0.5,0.44,,
18,0.88,0.45,0.43,,
19,0.95,0.52,0.43,,
20,0.9,0.48,0.43,,
21,0.85,0.43,0.42,,
22,0.84,0.43,0.42,,
23,0.93,0.52,0.41,,
24,0.93,0.52,0.41,,
25,0.67,0.26,0.41,,
26,0.81,0.41,0.4,,
27,0.84,0.44,0.4,,
28,0.76,0.37,0.39,,
29,0.85,0.46,0.39,,
1,0.84,0.46,0.39,,
2,0.83,0.44,0.38,,
3,0.82,0.44,0.38,,
4,0.8,0.42,0.38,,
5,0.79,0.42,0.37,,
6,0.76,0.39,0.37,,
7,0.76,0.4,0.37,,
8,0.74,0.38,0.36,,
9,0.78,0.42,0.36,,
10,0.8,0.44,0.36,,
11,0.67,0.32,0.35,,
12,0.72,0.37,0.35,,
13,0.8,0.45,0.35,,
14,0.78,0.43,0.34,,
15,0.66,0.32,0.34,,
16,0.64,0.3,0.34,,
17,0.6,0.27,0.33,,
18,0.56,0.23,0.33,,
19,0.56,0.24,0.32,,
20,0.7,0.38,0.32,,
21,0.68,0.36,0.32,,
22,0.56,0.25,0.31,,
23,0.55,0.24,0.31,,
24,0.63,0.32,0.31,,
25,0.78,0.47,0.31,,
26,0.69,0.39,0.3,,
27,0.62,0.32,0.3,,
28,0.58,0.29,0.3,,
29,0.62,0.32,0.3,,
30,0.57,0.28,0.29,,
31,0.57,0.28,0.29,,
1,0.57,0.28,0.29,,
2,0.66,0.38,0.28,,
3,0.57,0.29,0.28,,
4,0.73,0.45,0.28,,
5,0.67,0.39,0.28,,
6,0.64,0.36,0.28,,
7,0.67,0.4,0.27,,
8,0.58,0.31,0.27,,
9,0.68,0.41,0.27,,
10,0.57,0.3,0.27,,
11,0.54,0.28,0.27,,
12,0.57,0.31,0.26,,
13,0.56,0.3,0.26,,
14,0.55,0.29,0.26,,
15,0.49,0.23,0.26,,
16,0.51,0.25,0.25,,
17,0.51,0.26,0.25,,
18,0.52,0.28,0.25,,
19,0.51,0.26,0.25,,
20,0.47,0.23,0.24,,
21,0.49,0.25,0.24,,
22,0.51,0.27,0.24,,
23,0.48,0.24,0.24,,
24,0.47,0.24,0.23,,
25,0.49,0.25,0.23,,
26,0.48,0.25,0.23,,
27,0.47,0.25,0.23,,
28,0.49,0.26,0.23,,
29,0.47,0.24,0.22,,
30,0.44,0.22,0.22,,
1,0.42,0.2,0.22,,
2,0.52,0.31,0.22,,
3,0.52,0.3,0.22,,
4,0.53,0.31,0.22,,
5,0.54,0.33,0.21,,
6,0.51,0.3,0.21,,
7,0.41,0.2,0.21,,
8,0.44,0.23,0.21,,
9,0.48,0.28,0.21,,
10,0.5,0.29,0.21,,
