           Day,    Flow (cfs),Direct Runoff (cfs),Base Flow (cfs),,,Base Flow Index (BFI): 0.304
12,28.69,0.1,28.59,,,
13,27.75,0,27.75,,,
14,27.11,0,27.11,,,
15,26.25,0,26.25,,,
16,21.3,0,21.3,,,
17,19,0,19,,,
18,20.73,2.08,18.65,,,
19,21.03,2.71,18.32,,,
20,20.51,2.51,18,,,
21,19.31,1.65,17.66,,,
22,17.76,0.44,17.32,,,
23,16.68,0,16.68,,,
24,13,0,13,,,
25,15.03,2.25,12.78,,,
26,14.69,2.14,12.55,,,
27,13.95,1.62,12.33,,,
28,15.44,3.31,12.13,,,
29,14.24,2.31,11.93,,,
30,12.25,0.55,11.7,,,
1,9.5,0,9.5,,,
2,9.25,0,9.25,,,
3,11.24,2.14,9.1,,,
4,9.62,0.7,8.93,,,
5,9.62,0.86,8.76,,,
6,9.56,0.95,8.6,,,
7,7,0,7,,,
8,6.5,0,6.5,,,
9,8.79,2.39,6.41,,,
10,8.25,1.94,6.31,,,
11,7.94,1.72,6.21,,,
12,7.97,1.85,6.12,,,
13,7.56,1.54,6.02,,,
14,7.63,1.7,5.93,,,
15,5,0,5,,,
16,7.66,2.71,4.94,,,
17,7.36,2.48,4.88,,,
18,6.83,2.02,4.82,,,
19,6.44,1.7,4.75,,,
20,6.27,1.59,4.68,,,
21,5.98,1.37,4.61,,,
22,5,0.48,4.52,,,
23,5.78,1.32,4.45,,,
24,5.73,1.34,4.39,,,
25,5.35,1.03,4.31,,,
26,4.9,0.66,4.24,,,
27,4.8,0.64,4.16,,,
28,5.2,1.11,4.1,,,
29,4.7,0.67,4.03,,,
30,4.99,1.03,3.96,,,
31,4.86,0.96,3.9,,,
1,4.05,0.23,3.82,,,
2,4.02,0.27,3.75,,,
3,3.41,0,3.41,,,
4,4.3,0.94,3.35,,,
5,4.02,0.72,3.3,,,
6,3.89,0.64,3.24,,,
7,3.9,0.71,3.19,,,
8,3.79,0.65,3.14,,,
9,3.64,0.56,3.08,,,
10,3.77,0.74,3.03,,,
11,3.8,0.82,2.98,,,
12,3.7,0.76,2.94,,,
13,3.66,0.77,2.89,,,
14,3.66,0.81,2.85,,,
15,3.49,0.69,2.8,,,
16,3.5,0.74,2.76,,,
17,3.35,0.64,2.71,,,
18,3.45,0.78,2.67,,,
19,3.45,0.82,2.63,,,
20,3.26,0.67,2.59,,,
21,3.26,0.71,2.55,,,
22,3.12,0.61,2.51,,,
23,3.12,0.65,2.47,,,
24,3.12,0.69,2.43,,,
25,3.28,0.89,2.39,,,
26,3.1,0.74,2.36,,,
27,3.16,0.83,2.32,,,
28,3.17,0.88,2.29,,,
29,3.14,0.88,2.26,,,
30,3.11,0.89,2.23,,,
1,3.11,0.91,2.2,,,
2,3.08,0.92,2.17,,,
3,3.08,0.94,2.14,,,
4,3.15,1.04,2.11,,,
5,3.13,1.04,2.09,,,
6,3.04,0.98,2.06,,,
7,3.1,1.06,2.04,,,
8,2.81,0.8,2.01,,,
9,2.54,0.57,1.98,,,
10,2.54,0.59,1.95,,,
11,2.54,0.62,1.92,,,
12,2.48,0.59,1.89,,,
13,2.46,0.6,1.86,,,
14,2.44,0.6,1.83,,,
15,2.36,0.55,1.81,,,
16,2.35,0.57,1.78,,,
17,2.28,0.53,1.75,,,
18,2.27,0.55,1.72,,,
19,2.26,0.56,1.7,,,
20,2.24,0.56,1.67,,,
21,2.23,0.58,1.65,,,
22,2.16,0.53,1.63,,,
23,2.14,0.54,1.6,,,
24,2.08,0.5,1.58,,,
25,2.08,0.53,1.55,,,
26,2.13,0.6,1.53,,,
27,2.06,0.55,1.51,,,
28,2,0.51,1.49,,,
29,2.05,0.58,1.47,,,
30,2.04,0.59,1.45,,,
31,2,0.57,1.43,,,
1,2.02,0.61,1.41,,,
2,2.13,0.74,1.39,,,
3,2.11,0.74,1.38,,,
4,2.13,0.77,1.36,,,
5,2.12,0.78,1.35,,,
6,2.13,0.79,1.33,,,
7,2.08,0.76,1.32,,,
8,2.41,1.1,1.31,,,
9,2.61,1.3,1.3,,,
10,2.38,1.08,1.29,,,
11,2.26,0.97,1.28,,,
12,2.21,0.94,1.27,,,
13,2.08,0.82,1.26,,,
14,2,0.75,1.25,,,
15,2.07,0.83,1.24,,,
16,2.07,0.84,1.22,,,
17,2.01,0.8,1.21,,,
18,2.15,0.95,1.2,,,
19,2.14,0.94,1.19,,,
20,2.13,0.94,1.19,,,
21,2,0.83,1.17,,,
22,2.14,0.97,1.17,,,
23,1.98,0.82,1.16,,,
24,2.14,0.99,1.15,,,
25,2.06,0.92,1.14,,,
26,1.98,0.85,1.13,,,
27,2.07,0.94,1.12,,,
28,1.98,0.87,1.11,,,
29,2.03,0.93,1.11,,,
30,2.03,0.93,1.1,,,
31,2.03,0.94,1.09,,,
1,2.05,0.96,1.09,,,
2,2.07,0.99,1.08,,,
3,2.02,0.95,1.07,,,
4,1.98,0.91,1.07,,,
5,2.03,0.97,1.06,,,
6,2.02,0.96,1.05,,,
7,2.01,0.96,1.05,,,
8,2.03,0.98,1.04,,,
9,2.02,0.98,1.04,,,
10,1.82,0.79,1.03,,,
11,1.82,0.8,1.02,,,
12,1.6,0.59,1.01,,,
13,1.59,0.59,1,,,
14,1.56,0.57,0.99,,,
15,1.56,0.59,0.98,,,
16,1.58,0.61,0.97,,,
17,1.59,0.63,0.96,,,
18,1.7,0.75,0.95,,,
19,1.59,0.65,0.94,,,
20,1.56,0.63,0.93,,,
21,1.53,0.61,0.93,,,
22,1.53,0.61,0.92,,,
23,1.52,0.61,0.91,,,
24,1.48,0.58,0.9,,,
25,1.62,0.73,0.89,,,
26,1.43,0.54,0.88,,,
27,1.43,0.55,0.87,,,
28,1.43,0.56,0.87,,,
1,1.38,0.52,0.86,,,
2,1.37,0.53,0.85,,,
3,1.38,0.54,0.84,,,
4,1.44,0.61,0.83,,,
5,1.38,0.55,0.82,,,
6,1.44,0.62,0.82,,,
7,1.33,0.52,0.81,,,
8,1.32,0.52,0.8,,,
9,1.38,0.58,0.8,,,
10,1.32,0.53,0.79,,,
11,1.38,0.6,0.78,,,
12,1.3,0.53,0.77,,,
13,1.33,0.56,0.77,,,
14,1.28,0.52,0.76,,,
15,1.27,0.52,0.75,,,
16,1.24,0.49,0.75,,,
17,1.26,0.52,0.74,,,
18,1.28,0.55,0.73,,,
19,1.31,0.58,0.73,,,
20,1.3,0.58,0.72,,,
21,1.27,0.55,0.72,,,
22,1.57,0.86,0.72,,,
23,1.24,0.53,0.71,,,
24,1.23,0.52,0.7,,,
25,1.24,0.54,0.7,,,
26,1.24,0.55,0.69,,,
27,1.14,0.45,0.69,,,
28,1.14,0.46,0.68,,,
29,1.14,0.47,0.67,,,
30,1.19,0.52,0.67,,,
31,1.14,0.47,0.66,,,
1,1.08,0.42,0.66,,,
2,1.08,0.43,0.65,,,
3,1.14,0.5,0.65,,,
4,1.13,0.49,0.64,,,
5,1.08,0.45,0.63,,,
6,1.08,0.45,0.63,,,
7,1.09,0.47,0.62,,,
8,1.02,0.4,0.62,,,
9,1.08,0.47,0.61,,,
10,1.04,0.43,0.61,,,
11,1.04,0.43,0.6,,,
12,1.04,0.44,0.6,,,
13,0.98,0.39,0.59,,,
14,1.04,0.45,0.59,,,
15,0.98,0.4,0.58,,,
16,1.02,0.45,0.58,,,
17,0.95,0.38,0.57,,,
18,0.94,0.37,0.57,,,
19,0.94,0.38,0.56,,,
20,6.31,5.67,0.64,,,
21,2.09,1.44,0.65,,,
22,2,1.34,0.66,,,
23,2.19,1.53,0.67,,,
24,2.17,1.49,0.68,,,
25,2.11,1.42,0.69,,,
26,2.12,1.42,0.7,,,
27,2.1,1.39,0.7,,,
28,2.02,1.31,0.71,,,
29,1.8,1.09,0.71,,,
30,2.02,1.3,0.72,,,
1,1.93,1.2,0.73,,,
2,1.92,1.19,0.73,,,
3,1.87,1.14,0.73,,,
4,1.81,1.08,0.74,,,
5,1.81,1.07,0.74,,,
6,1.62,0.88,0.74,,,
7,1.62,0.88,0.74,,,
8,1.81,1.07,0.74,,,
9,1.62,0.88,0.74,,,
10,1.62,0.88,0.74,,,
11,1.65,0.91,0.74,,,
12,1.61,0.87,0.74,,,
13,1.44,0.71,0.73,,,
14,1.1,0.38,0.72,,,
15,1.06,0.35,0.71,,,
16,1.03,0.32,0.71,,,
17,1,0.3,0.7,,,
18,0.99,0.3,0.69,,,
19,1.06,0.38,0.68,,,
20,1.28,0.6,0.68,,,
21,1.08,0.41,0.67,,,
22,1.07,0.41,0.66,,,
23,1.07,0.42,0.66,,,
24,1.05,0.4,0.65,,,
25,1.05,0.41,0.64,,,
26,1.04,0.41,0.64,,,
27,1.24,0.61,0.63,,,
28,1.05,0.42,0.63,,,
29,1.03,0.41,0.62,,,
30,1.04,0.42,0.61,,,
31,1.03,0.42,0.61,,,
1,1.03,0.43,0.6,,,
2,1.01,0.42,0.6,,,
3,1.02,0.43,0.59,,,
4,0.98,0.39,0.59,,,
5,1.02,0.44,0.58,,,
6,1.07,0.49,0.58,,,
7,1.66,1.08,0.58,,,
8,7.85,7.16,0.69,,,
9,7.7,6.92,0.78,,,
10,6,5.15,0.85,,,
11,2.55,1.69,0.86,,,
12,2.37,1.5,0.87,,,
13,2.54,1.66,0.87,,,
14,2.62,1.74,0.88,,,
15,3.57,2.66,0.91,,,
16,34.22,32.81,1.41,,,
17,35,33.09,1.91,,,
18,15.12,13.04,2.08,,,
19,53.56,50.72,2.84,,,
20,132,127.2,4.8,,,
21,24.08,19.07,5.01,,,
22,18.37,13.25,5.12,,,
23,17.49,12.28,5.21,,,
24,18,12.69,5.31,,,
25,11.46,6.16,5.3,,,
26,16.96,11.58,5.38,,,
27,8.7,3.37,5.33,,,
28,8.46,3.19,5.27,,,
29,8.6,3.39,5.22,,,
30,8.26,3.1,5.16,,,
1,18,12.74,5.26,,,
2,14.06,8.76,5.3,,,
3,14.97,9.63,5.34,,,
4,9.28,3.98,5.3,,,
5,8.07,2.83,5.24,,,
6,7.69,2.51,5.17,,,
7,7.34,2.23,5.1,,,
8,19,13.78,5.22,,,
9,502.1,489.22,12.88,,,
10,30.58,17.67,12.91,,,
11,31.18,18.24,12.94,,,
12,21.17,8.36,12.81,,,
13,17.82,5.18,12.64,,,
14,21.17,8.65,12.52,,,
15,28,15.48,12.52,,,
16,16.14,3.81,12.33,,,
17,15.81,3.67,12.14,,,
18,14.17,2.24,11.93,,,
19,1030,1002.39,27.61,,,
20,91.5,63.44,28.06,,,
21,33.38,5.79,27.59,,,
22,38,10.79,27.21,,,
23,34.65,7.86,26.79,,,
24,20.21,0,20.21,,,
25,148.8,126.98,21.82,,,
26,64.32,42.26,22.06,,,
27,45.29,23.31,21.98,,,
28,32.77,11.05,21.72,,,
29,22,0.7,21.3,,,
30,23.71,2.79,20.92,,,
31,22.79,2.26,20.53,,,
1,21.74,1.59,20.15,,,
2,20.15,0.4,19.75,,,
3,18.58,0,18.58,,,
4,45.06,26.43,18.63,,,
5,27.8,9.4,18.4,,,
6,34.12,15.83,18.29,,,
7,25.72,7.68,18.04,,,
8,41.24,23.19,18.05,,,
9,39.65,21.62,18.03,,,
10,323.1,300.65,22.45,,,
11,54.82,32.31,22.51,,,
12,28.5,6.34,22.16,,,
13,47.07,24.96,22.11,,,
14,143.7,120.12,23.58,,,
15,320,292.25,27.75,,,
16,170.7,141.27,29.43,,,
17,133.7,103.22,30.48,,,
18,137.4,105.85,31.55,,,
19,98,66.03,31.97,,,
20,73.25,41.26,31.99,,,
21,146.9,113.75,33.15,,,
22,85.97,52.65,33.32,,,
23,107.3,73.48,33.82,,,
24,107.6,73.29,34.31,,,
25,84.72,50.3,34.42,,,
26,36,2.23,33.77,,,
27,56.11,22.66,33.45,,,
28,49.39,16.34,33.05,,,
29,48.41,15.78,32.63,,,
30,36.16,4.11,32.05,,,
31,27.12,0,27.12,,,
1,27.37,0.78,26.59,,,
2,21.75,0,21.75,,,
3,26.14,4.75,21.39,,,
4,25.65,4.61,21.04,,,
5,25.4,4.71,20.69,,,
6,23.7,3.37,20.33,,,
7,12,0,12,,,
8,11.9,0.14,11.76,,,
9,11.5,0,11.5,,,
10,17.32,5.96,11.36,,,
11,16.01,4.8,11.21,,,
12,16.59,5.51,11.08,,,
13,15.79,4.86,10.93,,,
14,14.47,3.7,10.77,,,
15,13.98,3.37,10.61,,,
16,9.8,0,9.8,,,
17,13.76,4.09,9.67,,,
18,12.78,3.25,9.53,,,
19,12.34,2.96,9.38,,,
20,12.24,3,9.24,,,
21,11.24,2.15,9.09,,,
22,10.77,1.83,8.94,,,
23,8.8,0.04,8.76,,,
24,9.88,1.27,8.61,,,
25,9.79,1.33,8.46,,,
26,9.26,0.96,8.3,,,
27,8.83,0.69,8.15,,,
28,8.4,0.41,7.99,,,
29,8.37,0.54,7.84,,,
30,8.2,0.51,7.69,,,
1,7.52,0,7.52,,,
2,6.8,0,6.8,,,
3,11.86,5.11,6.75,,,
4,26.7,19.78,6.92,,,
5,24.2,17.14,7.06,,,
6,23.29,16.12,7.17,,,
7,14,6.86,7.14,,,
8,13.64,6.54,7.1,,,
9,12.26,5.22,7.04,,,
10,95.46,87.18,8.28,,,
11,79.63,70.4,9.23,,,
12,58.37,48.55,9.82,,,
13,42.97,32.82,10.15,,,
14,18,7.93,10.07,,,
15,14.25,4.31,9.94,,,
16,13.76,3.96,9.8,,,
17,12.48,2.83,9.65,,,
18,11.93,2.44,9.49,,,
19,12.48,3.13,9.35,,,
20,10.06,0.88,9.18,,,
21,10,0.99,9.01,,,
22,9.67,0.82,8.85,,,
23,9.29,0.62,8.68,,,
24,9.12,0.6,8.51,,,
25,8.9,0.55,8.35,,,
26,8.9,0.7,8.2,,,
27,8.27,0.24,8.04,,,
28,8.7,0.81,7.89,,,
29,7.55,0,7.55,,,
30,7.84,0.43,7.4,,,
31,7.72,0.46,7.26,,,
1,7.69,0.57,7.13,,,
2,7.5,0.51,6.99,,,
3,7.39,0.52,6.86,,,
4,4.2,0,4.2,,,
5,7.33,3.16,4.17,,,
6,7.19,3.06,4.13,,,
7,6.97,2.88,4.09,,,
8,7,2.94,4.06,,,
9,6.97,2.95,4.02,,,
10,6.98,2.98,3.99,,,
11,6,2.06,3.94,,,
12,6.78,2.87,3.91,,,
13,6.72,2.85,3.88,,,
14,5.2,1.38,3.82,,,
15,6.67,2.88,3.79,,,
16,6.64,2.88,3.76,,,
17,6.75,3.02,3.73,,,
18,5.2,1.52,3.68,,,
19,4.67,1.04,3.63,,,
20,4.6,1.03,3.57,,,
21,4.45,0.93,3.51,,,
22,4.34,0.88,3.46,,,
23,4.32,0.91,3.4,,,
24,4.25,0.9,3.35,,,
25,4.22,0.92,3.3,,,
26,4.18,0.94,3.25,,,
27,4.03,0.84,3.19,,,
28,4,0.86,3.14,,,
29,4.01,0.91,3.1,,,
30,3.88,0.83,3.05,,,
1,3.88,0.88,3,,,
2,3.58,0.63,2.95,,,
3,3.87,0.96,2.91,,,
4,3.58,0.72,2.86,,,
5,3.82,1,2.82,,,
6,3.61,0.84,2.78,,,
7,3.56,0.83,2.73,,,
8,3.54,0.85,2.69,,,
9,3.3,0.65,2.65,,,
10,3.25,0.64,2.61,,,
11,2.75,0.2,2.56,,,
12,2.75,0.24,2.51,,,
13,2.79,0.32,2.46,,,
14,2.75,0.33,2.42,,,
15,2.76,0.38,2.38,,,
16,2.84,0.5,2.34,,,
17,2.84,0.54,2.3,,,
18,2.74,0.48,2.26,,,
19,2.84,0.61,2.23,,,
20,2.66,0.47,2.19,,,
21,2.55,0.4,2.15,,,
22,2.54,0.42,2.12,,,
23,2.66,0.58,2.08,,,
24,2.53,0.48,2.05,,,
25,2.48,0.47,2.01,,,
26,2.39,0.41,1.98,,,
27,2.35,0.4,1.95,,,
28,2.48,0.56,1.92,,,
29,2.48,0.59,1.89,,,
30,2.48,0.62,1.86,,,
31,2.33,0.5,1.83,,,
1,2.33,0.52,1.8,,,
2,2.26,0.49,1.77,,,
3,2.17,0.42,1.75,,,
4,2.16,0.44,1.72,,,
5,2.02,0.33,1.69,,,
6,2.2,0.54,1.66,,,
7,2.02,0.38,1.64,,,
8,1.95,0.34,1.61,,,
9,1.92,0.34,1.58,,,
10,1.93,0.38,1.56,,,
11,1.94,0.41,1.53,,,
12,1.84,0.33,1.51,,,
13,1.98,0.5,1.48,,,
14,1.81,0.35,1.46,,,
15,1.83,0.39,1.44,,,
16,1.82,0.4,1.41,,,
17,1.82,0.43,1.39,,,
18,1.77,0.4,1.37,,,
19,1.73,0.38,1.35,,,
20,1.84,0.51,1.33,,,
21,1.74,0.43,1.31,,,
22,1.75,0.46,1.29,,,
23,1.75,0.48,1.27,,,
24,1.74,0.48,1.26,,,
25,1.75,0.51,1.24,,,
26,1.84,0.62,1.22,,,
27,1.84,0.63,1.21,,,
28,1.71,0.52,1.19,,,
29,1.66,0.49,1.18,,,
30,1.65,0.49,1.16,,,
31,1.65,0.51,1.15,,,
1,1.64,0.51,1.13,,,
2,1.74,0.62,1.12,,,
3,1.63,0.52,1.11,,,
4,1.6,0.51,1.09,,,
5,1.6,0.53,1.08,,,
6,1.61,0.55,1.06,,,
7,1.57,0.52,1.05,,,
8,1.42,0.39,1.04,,,
9,1.41,0.39,1.02,,,
10,1.54,0.53,1.01,,,
11,1.51,0.51,1,,,
12,1.53,0.55,0.99,,,
13,1.39,0.42,0.97,,,
14,1.38,0.41,0.96,,,
15,1.54,0.58,0.95,,,
16,1.51,0.57,0.94,,,
17,1.63,0.7,0.93,,,
18,1.77,0.84,0.93,,,
19,1.75,0.83,0.92,,,
20,1.66,0.74,0.92,,,
21,1.69,0.78,0.91,,,
22,1.5,0.6,0.9,,,
23,1.63,0.74,0.89,,,
24,1.63,0.74,0.89,,,
25,1.5,0.62,0.88,,,
26,1.49,0.61,0.87,,,
27,1.4,0.54,0.86,,,
28,1.42,0.56,0.86,,,
1,1.4,0.55,0.85,,,
2,1.37,0.53,0.84,,,
3,1.46,0.63,0.83,,,
4,1.36,0.54,0.82,,,
5,1.33,0.52,0.82,,,
6,1.32,0.51,0.81,,,
7,1.32,0.52,0.8,,,
8,1.31,0.52,0.79,,,
9,1.25,0.47,0.78,,,
10,1.28,0.5,0.78,,,
11,1.24,0.47,0.77,,,
12,1.28,0.52,0.76,,,
13,1.23,0.48,0.75,,,
14,1.14,0.4,0.74,,,
15,1.17,0.43,0.74,,,
16,1.17,0.44,0.73,,,
17,1.2,0.48,0.72,,,
18,1.09,0.37,0.71,,,
19,1.07,0.36,0.7,,,
20,1.07,0.38,0.7,,,
21,1.06,0.37,0.69,,,
22,1.05,0.37,0.68,,,
23,1.08,0.41,0.67,,,
24,1.12,0.45,0.67,,,
25,1.12,0.46,0.66,,,
26,1.02,0.37,0.65,,,
27,1.02,0.37,0.65,,,
28,1.02,0.38,0.64,,,
29,1.06,0.43,0.63,,,
30,1.03,0.4,0.63,,,
31,1.06,0.44,0.62,,,
1,1.02,0.4,0.62,,,
2,0.99,0.38,0.61,,,
3,0.99,0.38,0.6,,,
4,0.98,0.38,0.6,,,
5,0.99,0.4,0.59,,,
6,0.98,0.4,0.59,,,
7,0.98,0.4,0.58,,,
8,0.97,0.39,0.58,,,
9,0.98,0.41,0.57,,,
10,0.98,0.41,0.57,,,
11,0.93,0.37,0.56,,,
12,0.93,0.38,0.55,,,
13,0.92,0.37,0.55,,,
14,0.92,0.38,0.54,,,
15,0.94,0.4,0.54,,,
16,0.93,0.39,0.54,,,
17,0.94,0.4,0.53,,,
18,0.93,0.4,0.53,,,
19,0.93,0.41,0.52,,,
20,0.89,0.37,0.52,,,
21,0.88,0.37,0.51,,,
22,0.88,0.37,0.51,,,
23,0.88,0.37,0.51,,,
24,0.86,0.36,0.5,,,
25,0.88,0.38,0.5,,,
26,0.86,0.37,0.49,,,
27,0.86,0.37,0.49,,,
28,0.88,0.39,0.49,,,
29,0.83,0.35,0.48,,,
30,0.83,0.35,0.48,,,
1,0.83,0.35,0.47,,,
2,0.83,0.36,0.47,,,
3,0.82,0.36,0.47,,,
4,0.83,0.37,0.46,,,
5,0.8,0.34,0.46,,,
6,0.76,0.31,0.45,,,
7,0.75,0.3,0.45,,,
8,0.76,0.32,0.45,,,
9,0.74,0.3,0.44,,,
10,0.74,0.3,0.44,,,
11,0.7,0.27,0.43,,,
12,0.69,0.26,0.43,,,
13,0.69,0.27,0.42,,,
14,0.69,0.27,0.42,,,
15,1.1,0.68,0.42,,,
16,0.97,0.55,0.42,,,
17,0.86,0.44,0.42,,,
18,0.77,0.35,0.42,,,
19,0.74,0.32,0.42,,,
20,0.75,0.34,0.41,,,
21,0.76,0.35,0.41,,,
22,0.76,0.35,0.41,,,
23,0.76,0.35,0.4,,,
24,0.73,0.33,0.4,,,
25,0.69,0.29,0.4,,,
26,0.69,0.3,0.39,,,
27,0.5,0.11,0.39,,,
28,0.5,0.12,0.38,,,
29,0.51,0.13,0.38,,,
30,0.53,0.16,0.37,,,
31,0.53,0.16,0.37,,,
1,0.47,0.11,0.36,,,
2,0.44,0.08,0.36,,,
3,0.47,0.12,0.35,,,
4,0.46,0.12,0.35,,,
5,0.46,0.12,0.34,,,
6,0.46,0.12,0.34,,,
7,3.59,3.21,0.38,,,
8,1.8,1.4,0.39,,,
9,0.56,0.17,0.39,,,
10,0.58,0.19,0.38,,,
11,0.55,0.17,0.38,,,
12,0.55,0.17,0.37,,,
13,0.54,0.17,0.37,,,
14,0.53,0.17,0.37,,,
15,0.53,0.17,0.36,,,
16,0.52,0.16,0.36,,,
17,0.6,0.25,0.35,,,
18,0.61,0.26,0.35,,,
19,0.85,0.5,0.35,,,
20,0.76,0.4,0.35,,,
21,0.76,0.41,0.35,,,
22,23.31,22.61,0.7,,,
23,25,23.93,1.07,,,
24,19.95,18.61,1.34,,,
25,14.89,13.36,1.53,,,
26,24.06,22.21,1.85,,,
27,27.3,25.09,2.21,,,
28,24.38,21.87,2.51,,,
29,18.44,15.73,2.71,,,
30,15,12.15,2.85,,,
1,14.99,12.01,2.98,,,
2,8.33,5.32,3.01,,,
3,7.22,4.2,3.02,,,
4,5.86,2.86,3,,,
5,5.33,2.36,2.98,,,
6,5.11,2.16,2.95,,,
7,2.84,0,2.84,,,
8,1.74,0,1.74,,,
9,1.38,0,1.38,,,
10,1.38,0.02,1.36,,,
11,1.2,0,1.2,,,
12,1.14,0,1.14,,,
13,1.09,0,1.09,,,
14,1.3,0.22,1.08,,,
15,1.06,0,1.06,,,
16,1.06,0.03,1.03,,,
17,1.07,0.06,1.01,,,
18,1.14,0.15,1,,,
19,32.63,31.16,1.47,,,
20,32.78,30.85,1.93,,,
21,25,22.75,2.25,,,
22,18.74,16.27,2.47,,,
23,15.26,12.64,2.62,,,
24,11.7,8.99,2.71,,,
25,10.23,7.46,2.77,,,
26,9.09,6.27,2.82,,,
27,7.34,4.51,2.83,,,
28,5,2.19,2.81,,,
29,6.64,3.83,2.82,,,
30,6.19,3.38,2.81,,,
31,5.82,3.02,2.8,,,
1,10.52,7.65,2.87,,,
2,11.29,8.35,2.94,,,
3,27.87,24.59,3.28,,,
4,90,85.43,4.57,,,
5,64.51,59.1,5.41,,,
6,21.6,16.04,5.56,,,
7,17.6,11.96,5.64,,,
8,13.79,8.13,5.66,,,
9,10.6,4.98,5.62,,,
10,9.02,3.45,5.56,,,
11,7.3,1.82,5.48,,,
12,7.73,2.32,5.41,,,
13,2.89,0,2.89,,,
14,2.74,0,2.74,,,
15,5.6,2.87,2.73,,,
16,209.2,203.3,5.9,,,
17,141.8,133.89,7.91,,,
18,1205,1178.54,26.46,,,
19,1182,1138,44,,,
20,371.2,322.96,48.24,,,
21,251,200.54,50.46,,,
22,178.1,126.64,51.46,,,
23,266.3,212.49,53.81,,,
24,289.6,233.17,56.43,,,
25,185,127.67,57.33,,,
26,146.5,88.91,57.59,,,
27,105.7,48.49,57.21,,,
28,89.88,33.28,56.6,,,
29,435.2,373.8,61.4,,,
30,140,78.58,61.42,,,
31,304.5,240.49,64.01,,,
1,145,80.99,64.01,,,
2,281.8,215.64,66.16,,,
3,156.6,90.33,66.27,,,
4,219,151.65,67.35,,,
5,224.8,156.32,68.48,,,
6,2750,2640.96,109.04,,,
7,832.8,714.6,118.2,,,
8,300,181.29,118.71,,,
9,437.5,316.14,121.36,,,
10,220.2,99.69,120.51,,,
11,242,121.96,120.04,,,
12,142.8,24.77,118.03,,,
13,109,0,109,,,
14,94.16,0,94.16,,,
15,85,0,85,,,
16,68.13,0,68.13,,,
17,60.77,0,60.77,,,
18,52.59,0,52.59,,,
19,49.42,0,49.42,,,
20,43.02,0,43.02,,,
21,33.85,0,33.85,,,
22,45,11.64,33.36,,,
23,29.12,0,29.12,,,
24,44.89,16.1,28.79,,,
25,24.55,0,24.55,,,
26,21.31,0,21.31,,,
27,16.94,0,16.94,,,
28,16.32,0,16.32,,,
29,30,13.79,16.21,,,
30,15.04,0,15.04,,,
1,12.46,0,12.46,,,
2,25,12.59,12.41,,,
3,10.96,0,10.96,,,
4,10.45,0,10.45,,,
5,11.68,1.42,10.26,,,
6,20,9.79,10.21,,,
7,10.93,0.91,10.02,,,
8,10.4,0.57,9.83,,,
9,10.37,0.72,9.65,,,
10,10,0.53,9.46,,,
11,9.97,0.69,9.28,,,
12,9.59,0.48,9.11,,,
13,15,5.98,9.02,,,
14,15,6.07,8.93,,,
15,15,6.15,8.85,,,
16,8.95,0.27,8.68,,,
17,56.1,46.85,9.25,,,
18,54.37,44.6,9.77,,,
19,31.15,21.23,9.92,,,
20,45,34.73,10.27,,,
21,13.91,3.79,10.12,,,
22,13.53,3.55,9.98,,,
23,11.31,1.51,9.8,,,
24,11.41,1.78,9.63,,,
25,11.09,1.62,9.47,,,
26,10.64,1.34,9.3,,,
27,25,15.64,9.36,,,
28,10.27,1.08,9.19,,,
29,9.64,0.62,9.02,,,
30,9.61,0.76,8.85,,,
31,9.22,0.54,8.68,,,
1,9.28,0.76,8.52,,,
2,9.18,0.82,8.36,,,
3,9.15,0.94,8.21,,,
4,8.7,0.64,8.06,,,
5,8.77,0.87,7.91,,,
6,8.84,1.07,7.77,,,
7,8.75,1.12,7.63,,,
8,8.7,1.2,7.5,,,
9,8.62,1.26,7.37,,,
10,8.7,1.46,7.24,,,
11,8.7,1.58,7.12,,,
12,9.15,2.14,7.01,,,
13,9.5,2.59,6.91,,,
14,9.15,2.34,6.81,,,
15,9.09,2.37,6.71,,,
16,9.15,2.53,6.62,,,
17,8.7,2.18,6.52,,,
18,8.62,2.2,6.43,,,
19,8.7,2.36,6.34,,,
20,8.26,2.02,6.24,,,
21,8.25,2.1,6.15,,,
22,8.22,2.16,6.06,,,
23,7.72,1.75,5.97,,,
24,6.4,0.54,5.86,,,
25,4.67,0,4.67,,,
26,4.61,0.03,4.58,,,
27,4.58,0.09,4.49,,,
28,4.42,0.02,4.4,,,
29,4.38,0.06,4.31,,,
30,4.36,0.13,4.23,,,
1,4.7,0.55,4.15,,,
2,4.34,0.27,4.07,,,
3,4.33,0.33,4,,,
4,4.1,0.18,3.92,,,
5,4.17,0.32,3.85,,,
6,4.4,0.62,3.78,,,
7,3.93,0.22,3.71,,,
8,4.05,0.41,3.64,,,
9,3.95,0.38,3.57,,,
10,3.93,0.42,3.51,,,
11,3.89,0.45,3.45,,,
12,3.67,0.29,3.38,,,
13,3.65,0.33,3.32,,,
14,3.63,0.37,3.26,,,
15,3.7,0.5,3.2,,,
16,3.64,0.5,3.14,,,
17,3.56,0.47,3.09,,,
18,3.52,0.48,3.04,,,
19,3.27,0.3,2.98,,,
20,3.27,0.34,2.93,,,
21,3.25,0.38,2.87,,,
22,3.35,0.53,2.82,,,
23,3.09,0.32,2.77,,,
24,3.06,0.33,2.72,,,
